Dataset,Noise Type,Algorithm,Linkage,Noise Level,Normalized Mutual Information
5blobs,Quantization,MultiMember,Average,0.25,0.994 (0.0)
5blobs,Quantization,MultiMember,Single,0.25,0.994 (0.0)
5blobs,Quantization,MultiMember,Complete,0.25,0.994 (0.0)
image,Gaussian,K-Means,Average,0,0.665 (0.01)
image,Gaussian,K-Means,Single,0,0.7261 (0.04)
image,Gaussian,K-Means,Complete,0,0.6481 (0.02)
image,Gaussian,Agglomerative,Average,0,0.7009 (0.01)
image,Gaussian,Agglomerative,Single,0,0.7006 (0.02)
image,Gaussian,Agglomerative,Complete,0,0.716 (0.02)
image,Gaussian,MultiMember,Average,0,0.6837 (0.01)
image,Gaussian,MultiMember,Single,0,0.7283 (0.02)
image,Gaussian,MultiMember,Complete,0,0.69 (0.01)
image,Gaussian,K-Means,Average,0.02,0.6313 (0.0)
image,Gaussian,K-Means,Single,0.02,0.642 (0.01)
image,Gaussian,K-Means,Complete,0.02,0.6162 (0.01)
image,Gaussian,Agglomerative,Average,0.02,0.6461 (0.0)
image,Gaussian,Agglomerative,Single,0.02,0.6544 (0.01)
image,Gaussian,Agglomerative,Complete,0.02,0.6284 (0.02)
image,Gaussian,MultiMember,Average,0.02,0.6323 (0.01)
image,Gaussian,MultiMember,Single,0.02,0.6763 (0.04)
image,Gaussian,MultiMember,Complete,0.02,0.6164 (0.01)
image,Gaussian,K-Means,Average,0.05,0.5841 (0.01)
image,Gaussian,K-Means,Single,0.05,0.6054 (0.01)
image,Gaussian,K-Means,Complete,0.05,0.5617 (0.01)
image,Gaussian,Agglomerative,Average,0.05,0.5901 (0.0)
image,Gaussian,Agglomerative,Single,0.05,0.5842 (0.01)
image,Gaussian,Agglomerative,Complete,0.05,0.5836 (0.0)
image,Gaussian,MultiMember,Average,0.05,0.5838 (0.0)
image,Gaussian,MultiMember,Single,0.05,0.5764 (0.01)
image,Gaussian,MultiMember,Complete,0.05,0.5697 (0.01)
image,Gaussian,K-Means,Average,0.1,0.5211 (0.0)
image,Gaussian,K-Means,Single,0.1,0.5536 (0.02)
image,Gaussian,K-Means,Complete,0.1,0.5159 (0.0)
image,Gaussian,Agglomerative,Average,0.1,0.5227 (0.01)
image,Gaussian,Agglomerative,Single,0.1,0.5171 (0.01)
image,Gaussian,Agglomerative,Complete,0.1,0.5262 (0.01)
image,Gaussian,MultiMember,Average,0.1,0.5285 (0.0)
image,Gaussian,MultiMember,Single,0.1,0.5236 (0.01)
image,Gaussian,MultiMember,Complete,0.1,0.5277 (0.01)
image,Gaussian,K-Means,Average,0.15,0.4569 (0.01)
image,Gaussian,K-Means,Single,0.15,0.4556 (0.01)
image,Gaussian,K-Means,Complete,0.15,0.445 (0.01)
image,Gaussian,Agglomerative,Average,0.15,0.4664 (0.01)
image,Gaussian,Agglomerative,Single,0.15,0.4461 (0.02)
image,Gaussian,Agglomerative,Complete,0.15,0.4516 (0.01)
image,Gaussian,MultiMember,Average,0.15,0.4564 (0.0)
image,Gaussian,MultiMember,Single,0.15,0.4831 (0.01)
image,Gaussian,MultiMember,Complete,0.15,0.4397 (0.01)
image,Gaussian,K-Means,Average,0.25,0.3381 (0.0)
image,Gaussian,K-Means,Single,0.25,0.36 (0.01)
image,Gaussian,K-Means,Complete,0.25,0.3395 (0.0)
image,Gaussian,Agglomerative,Average,0.25,0.3672 (0.01)
image,Gaussian,Agglomerative,Single,0.25,0.3632 (0.01)
image,Gaussian,Agglomerative,Complete,0.25,0.3678 (0.01)
image,Gaussian,MultiMember,Average,0.25,0.3464 (0.01)
image,Gaussian,MultiMember,Single,0.25,0.3724 (0.01)
image,Gaussian,MultiMember,Complete,0.25,0.3542 (0.01)
image,Uniform,K-Means,Average,0,0.6639 (0.01)
image,Uniform,K-Means,Single,0,0.7332 (0.05)
image,Uniform,K-Means,Complete,0,0.6538 (0.01)
image,Uniform,Agglomerative,Average,0,0.719 (0.01)
image,Uniform,Agglomerative,Single,0,0.7039 (0.01)
image,Uniform,Agglomerative,Complete,0,0.7001 (0.01)
image,Uniform,MultiMember,Average,0,0.6856 (0.01)
image,Uniform,MultiMember,Single,0,0.7171 (0.03)
image,Uniform,MultiMember,Complete,0,0.6865 (0.02)
image,Uniform,K-Means,Average,0.02,0.6257 (0.01)
image,Uniform,K-Means,Single,0.02,0.6909 (0.04)
image,Uniform,K-Means,Complete,0.02,0.6136 (0.01)
image,Uniform,Agglomerative,Average,0.02,0.6476 (0.01)
image,Uniform,Agglomerative,Single,0.02,0.6252 (0.01)
image,Uniform,Agglomerative,Complete,0.02,0.646 (0.01)
image,Uniform,MultiMember,Average,0.02,0.6305 (0.01)
image,Uniform,MultiMember,Single,0.02,0.7013 (0.04)
image,Uniform,MultiMember,Complete,0.02,0.6243 (0.02)
image,Uniform,K-Means,Average,0.05,0.6067 (0.01)
image,Uniform,K-Means,Single,0.05,0.6344 (0.02)
image,Uniform,K-Means,Complete,0.05,0.5998 (0.01)
image,Uniform,Agglomerative,Average,0.05,0.6122 (0.01)
image,Uniform,Agglomerative,Single,0.05,0.6194 (0.01)
image,Uniform,Agglomerative,Complete,0.05,0.616 (0.01)
image,Uniform,MultiMember,Average,0.05,0.6106 (0.01)
image,Uniform,MultiMember,Single,0.05,0.6201 (0.01)
image,Uniform,MultiMember,Complete,0.05,0.6069 (0.01)
image,Uniform,K-Means,Average,0.1,0.5182 (0.01)
image,Uniform,K-Means,Single,0.1,0.5527 (0.02)
image,Uniform,K-Means,Complete,0.1,0.5265 (0.01)
image,Uniform,Agglomerative,Average,0.1,0.5319 (0.01)
image,Uniform,Agglomerative,Single,0.1,0.5151 (0.01)
image,Uniform,Agglomerative,Complete,0.1,0.53 (0.01)
image,Uniform,MultiMember,Average,0.1,0.535 (0.0)
image,Uniform,MultiMember,Single,0.1,0.5466 (0.01)
image,Uniform,MultiMember,Complete,0.1,0.5154 (0.01)
image,Uniform,K-Means,Average,0.15,0.4637 (0.01)
image,Uniform,K-Means,Single,0.15,0.4824 (0.02)
image,Uniform,K-Means,Complete,0.15,0.4593 (0.0)
image,Uniform,Agglomerative,Average,0.15,0.4731 (0.0)
image,Uniform,Agglomerative,Single,0.15,0.4798 (0.01)
image,Uniform,Agglomerative,Complete,0.15,0.4771 (0.01)
image,Uniform,MultiMember,Average,0.15,0.4755 (0.0)
image,Uniform,MultiMember,Single,0.15,0.4672 (0.0)
image,Uniform,MultiMember,Complete,0.15,0.4735 (0.01)
image,Uniform,K-Means,Average,0.25,0.3504 (0.01)
image,Uniform,K-Means,Single,0.25,0.3722 (0.0)
image,Uniform,K-Means,Complete,0.25,0.3443 (0.01)
image,Uniform,Agglomerative,Average,0.25,0.3593 (0.01)
image,Uniform,Agglomerative,Single,0.25,0.3599 (0.01)
image,Uniform,Agglomerative,Complete,0.25,0.3559 (0.01)
image,Uniform,MultiMember,Average,0.25,0.3533 (0.0)
image,Uniform,MultiMember,Single,0.25,0.3634 (0.01)
image,Uniform,MultiMember,Complete,0.25,0.3514 (0.01)
image,Quantization,K-Means,Average,0,0.6612 (0.01)
image,Quantization,K-Means,Single,0,0.6902 (0.02)
image,Quantization,K-Means,Complete,0,0.6571 (0.0)
image,Quantization,Agglomerative,Average,0,0.6995 (0.01)
image,Quantization,Agglomerative,Single,0,0.6885 (0.01)
image,Quantization,Agglomerative,Complete,0,0.7044 (0.01)
image,Quantization,MultiMember,Average,0,0.6832 (0.01)
image,Quantization,MultiMember,Single,0,0.7238 (0.03)
image,Quantization,MultiMember,Complete,0,0.6939 (0.01)
image,Quantization,K-Means,Average,0.02,0.6574 (0.01)
image,Quantization,K-Means,Single,0.02,0.7154 (0.05)
image,Quantization,K-Means,Complete,0.02,0.6595 (0.01)
image,Quantization,Agglomerative,Average,0.02,0.695 (0.01)
image,Quantization,Agglomerative,Single,0.02,0.6833 (0.0)
image,Quantization,Agglomerative,Complete,0.02,0.6994 (0.01)
image,Quantization,MultiMember,Average,0.02,0.6792 (0.01)
image,Quantization,MultiMember,Single,0.02,0.7338 (0.04)
image,Quantization,MultiMember,Complete,0.02,0.6629 (0.02)
image,Quantization,K-Means,Average,0.05,0.661 (0.01)
image,Quantization,K-Means,Single,0.05,0.7037 (0.02)
image,Quantization,K-Means,Complete,0.05,0.6448 (0.01)
image,Quantization,Agglomerative,Average,0.05,0.6729 (0.01)
image,Quantization,Agglomerative,Single,0.05,0.6766 (0.01)
image,Quantization,Agglomerative,Complete,0.05,0.6768 (0.01)
image,Quantization,MultiMember,Average,0.05,0.6602 (0.01)
image,Quantization,MultiMember,Single,0.05,0.7036 (0.03)
image,Quantization,MultiMember,Complete,0.05,0.6462 (0.01)
image,Quantization,K-Means,Average,0.1,0.6548 (0.01)
image,Quantization,K-Means,Single,0.1,0.6719 (0.01)
image,Quantization,K-Means,Complete,0.1,0.6471 (0.01)
image,Quantization,Agglomerative,Average,0.1,0.6627 (0.01)
image,Quantization,Agglomerative,Single,0.1,0.6572 (0.01)
image,Quantization,Agglomerative,Complete,0.1,0.6625 (0.01)
image,Quantization,MultiMember,Average,0.1,0.6641 (0.01)
image,Quantization,MultiMember,Single,0.1,0.7042 (0.02)
image,Quantization,MultiMember,Complete,0.1,0.6532 (0.01)
image,Quantization,K-Means,Average,0.15,0.6527 (0.0)
image,Quantization,K-Means,Single,0.15,0.6826 (0.02)
image,Quantization,K-Means,Complete,0.15,0.6472 (0.01)
image,Quantization,Agglomerative,Average,0.15,0.6714 (0.01)
image,Quantization,Agglomerative,Single,0.15,0.673 (0.01)
image,Quantization,Agglomerative,Complete,0.15,0.6701 (0.01)
image,Quantization,MultiMember,Average,0.15,0.6635 (0.0)
image,Quantization,MultiMember,Single,0.15,0.6867 (0.01)
image,Quantization,MultiMember,Complete,0.15,0.6576 (0.01)
image,Quantization,K-Means,Average,0.25,0.6537 (0.0)
image,Quantization,K-Means,Single,0.25,0.6896 (0.02)
image,Quantization,K-Means,Complete,0.25,0.65 (0.0)
image,Quantization,Agglomerative,Average,0.25,0.6606 (0.01)
image,Quantization,Agglomerative,Single,0.25,0.6704 (0.01)
image,Quantization,Agglomerative,Complete,0.25,0.6572 (0.01)
image,Quantization,MultiMember,Average,0.25,0.6623 (0.01)
image,Quantization,MultiMember,Single,0.25,0.6943 (0.01)
image,Quantization,MultiMember,Complete,0.25,0.6577 (0.01)
iris,Gaussian,K-Means,Average,0,0.7598 (0.03)
iris,Gaussian,K-Means,Single,0,0.735 (0.03)
iris,Gaussian,K-Means,Complete,0,0.6244 (0.06)
iris,Gaussian,Agglomerative,Average,0,0.7837 (0.0)
iris,Gaussian,Agglomerative,Single,0,0.7512 (0.03)
iris,Gaussian,Agglomerative,Complete,0,0.7782 (0.01)
iris,Gaussian,MultiMember,Average,0,0.78 (0.01)
iris,Gaussian,MultiMember,Single,0,0.7624 (0.03)
iris,Gaussian,MultiMember,Complete,0,0.7716 (0.01)
iris,Gaussian,K-Means,Average,0.02,0.7402 (0.02)
iris,Gaussian,K-Means,Single,0.02,0.7132 (0.01)
iris,Gaussian,K-Means,Complete,0.02,0.656 (0.06)
iris,Gaussian,Agglomerative,Average,0.02,0.7574 (0.02)
iris,Gaussian,Agglomerative,Single,0.02,0.7574 (0.02)
iris,Gaussian,Agglomerative,Complete,0.02,0.7 (0.11)
iris,Gaussian,MultiMember,Average,0.02,0.7415 (0.0)
iris,Gaussian,MultiMember,Single,0.02,0.7117 (0.01)
iris,Gaussian,MultiMember,Complete,0.02,0.738 (0.03)
iris,Gaussian,K-Means,Average,0.05,0.6853 (0.03)
iris,Gaussian,K-Means,Single,0.05,0.6677 (0.05)
iris,Gaussian,K-Means,Complete,0.05,0.709 (0.04)
iris,Gaussian,Agglomerative,Average,0.05,0.7035 (0.0)
iris,Gaussian,Agglomerative,Single,0.05,0.665 (0.01)
iris,Gaussian,Agglomerative,Complete,0.05,0.6945 (0.03)
iris,Gaussian,MultiMember,Average,0.05,0.664 (0.0)
iris,Gaussian,MultiMember,Single,0.05,0.6666 (0.01)
iris,Gaussian,MultiMember,Complete,0.05,0.7035 (0.0)
iris,Gaussian,K-Means,Average,0.1,0.6115 (0.02)
iris,Gaussian,K-Means,Single,0.1,0.6029 (0.01)
iris,Gaussian,K-Means,Complete,0.1,0.5901 (0.02)
iris,Gaussian,Agglomerative,Average,0.1,0.4797 (0.03)
iris,Gaussian,Agglomerative,Single,0.1,0.5489 (0.02)
iris,Gaussian,Agglomerative,Complete,0.1,0.5075 (0.06)
iris,Gaussian,MultiMember,Average,0.1,0.6042 (0.02)
iris,Gaussian,MultiMember,Single,0.1,0.588 (0.02)
iris,Gaussian,MultiMember,Complete,0.1,0.6057 (0.03)
iris,Gaussian,K-Means,Average,0.15,0.5681 (0.02)
iris,Gaussian,K-Means,Single,0.15,0.4081 (0.2)
iris,Gaussian,K-Means,Complete,0.15,0.5176 (0.01)
iris,Gaussian,Agglomerative,Average,0.15,0.5019 (0.0)
iris,Gaussian,Agglomerative,Single,0.15,0.4739 (0.01)
iris,Gaussian,Agglomerative,Complete,0.15,0.5022 (0.0)
iris,Gaussian,MultiMember,Average,0.15,0.5082 (0.01)
iris,Gaussian,MultiMember,Single,0.15,0.4669 (0.0)
iris,Gaussian,MultiMember,Complete,0.15,0.5139 (0.02)
iris,Gaussian,K-Means,Average,0.25,0.4092 (0.01)
iris,Gaussian,K-Means,Single,0.25,0.4116 (0.0)
iris,Gaussian,K-Means,Complete,0.25,0.346 (0.08)
iris,Gaussian,Agglomerative,Average,0.25,0.4018 (0.04)
iris,Gaussian,Agglomerative,Single,0.25,0.3321 (0.07)
iris,Gaussian,Agglomerative,Complete,0.25,0.4168 (0.03)
iris,Gaussian,MultiMember,Average,0.25,0.4127 (0.02)
iris,Gaussian,MultiMember,Single,0.25,0.3296 (0.15)
iris,Gaussian,MultiMember,Complete,0.25,0.3014 (0.1)
iris,Uniform,K-Means,Average,0,0.7662 (0.0)
iris,Uniform,K-Means,Single,0,0.7378 (0.04)
iris,Uniform,K-Means,Complete,0,0.6843 (0.07)
iris,Uniform,Agglomerative,Average,0,0.7837 (0.0)
iris,Uniform,Agglomerative,Single,0,0.7211 (0.06)
iris,Uniform,Agglomerative,Complete,0,0.7469 (0.05)
iris,Uniform,MultiMember,Average,0,0.7782 (0.01)
iris,Uniform,MultiMember,Single,0,0.7421 (0.05)
iris,Uniform,MultiMember,Complete,0,0.7616 (0.01)
iris,Uniform,K-Means,Average,0.02,0.7366 (0.04)
iris,Uniform,K-Means,Single,0.02,0.7446 (0.06)
iris,Uniform,K-Means,Complete,0.02,0.7131 (0.01)
iris,Uniform,Agglomerative,Average,0.02,0.7036 (0.04)
iris,Uniform,Agglomerative,Single,0.02,0.7121 (0.02)
iris,Uniform,Agglomerative,Complete,0.02,0.6706 (0.06)
iris,Uniform,MultiMember,Average,0.02,0.7193 (0.05)
iris,Uniform,MultiMember,Single,0.02,0.7149 (0.01)
iris,Uniform,MultiMember,Complete,0.02,0.7011 (0.02)
iris,Uniform,K-Means,Average,0.05,0.7296 (0.04)
iris,Uniform,K-Means,Single,0.05,0.7228 (0.0)
iris,Uniform,K-Means,Complete,0.05,0.6761 (0.02)
iris,Uniform,Agglomerative,Average,0.05,0.7346 (0.01)
iris,Uniform,Agglomerative,Single,0.05,0.5626 (0.18)
iris,Uniform,Agglomerative,Complete,0.05,0.6289 (0.16)
iris,Uniform,MultiMember,Average,0.05,0.7504 (0.03)
iris,Uniform,MultiMember,Single,0.05,0.7082 (0.02)
iris,Uniform,MultiMember,Complete,0.05,0.6628 (0.06)
iris,Uniform,K-Means,Average,0.1,0.5838 (0.03)
iris,Uniform,K-Means,Single,0.1,0.6366 (0.01)
iris,Uniform,K-Means,Complete,0.1,0.5718 (0.04)
iris,Uniform,Agglomerative,Average,0.1,0.6095 (0.05)
iris,Uniform,Agglomerative,Single,0.1,0.6258 (0.03)
iris,Uniform,Agglomerative,Complete,0.1,0.5857 (0.03)
iris,Uniform,MultiMember,Average,0.1,0.6283 (0.03)
iris,Uniform,MultiMember,Single,0.1,0.6347 (0.02)
iris,Uniform,MultiMember,Complete,0.1,0.5116 (0.14)
iris,Uniform,K-Means,Average,0.15,0.6043 (0.03)
iris,Uniform,K-Means,Single,0.15,0.5771 (0.01)
iris,Uniform,K-Means,Complete,0.15,0.5446 (0.05)
iris,Uniform,Agglomerative,Average,0.15,0.4482 (0.06)
iris,Uniform,Agglomerative,Single,0.15,0.5431 (0.07)
iris,Uniform,Agglomerative,Complete,0.15,0.4983 (0.09)
iris,Uniform,MultiMember,Average,0.15,0.5608 (0.02)
iris,Uniform,MultiMember,Single,0.15,0.5653 (0.02)
iris,Uniform,MultiMember,Complete,0.15,0.5352 (0.05)
iris,Uniform,K-Means,Average,0.25,0.392 (0.01)
iris,Uniform,K-Means,Single,0.25,0.3123 (0.12)
iris,Uniform,K-Means,Complete,0.25,0.3607 (0.01)
iris,Uniform,Agglomerative,Average,0.25,0.3997 (0.04)
iris,Uniform,Agglomerative,Single,0.25,0.3471 (0.06)
iris,Uniform,Agglomerative,Complete,0.25,0.2887 (0.11)
iris,Uniform,MultiMember,Average,0.25,0.3878 (0.01)
iris,Uniform,MultiMember,Single,0.25,0.2985 (0.14)
iris,Uniform,MultiMember,Complete,0.25,0.318 (0.15)
iris,Quantization,K-Means,Average,0,0.7493 (0.02)
iris,Quantization,K-Means,Single,0,0.7192 (0.02)
iris,Quantization,K-Means,Complete,0,0.7059 (0.05)
iris,Quantization,Agglomerative,Average,0,0.7671 (0.01)
iris,Quantization,Agglomerative,Single,0,0.7671 (0.01)
iris,Quantization,Agglomerative,Complete,0,0.7727 (0.01)
iris,Quantization,MultiMember,Average,0,0.7782 (0.01)
iris,Quantization,MultiMember,Single,0,0.7359 (0.04)
iris,Quantization,MultiMember,Complete,0,0.6963 (0.09)
iris,Quantization,K-Means,Average,0.02,0.7589 (0.01)
iris,Quantization,K-Means,Single,0.02,0.7351 (0.04)
iris,Quantization,K-Means,Complete,0.02,0.7063 (0.06)
iris,Quantization,Agglomerative,Average,0.02,0.7782 (0.01)
iris,Quantization,Agglomerative,Single,0.02,0.7782 (0.01)
iris,Quantization,Agglomerative,Complete,0.02,0.7705 (0.03)
iris,Quantization,MultiMember,Average,0.02,0.7837 (0.0)
iris,Quantization,MultiMember,Single,0.02,0.7622 (0.03)
iris,Quantization,MultiMember,Complete,0.02,0.7017 (0.09)
iris,Quantization,K-Means,Average,0.05,0.7543 (0.03)
iris,Quantization,K-Means,Single,0.05,0.7403 (0.02)
iris,Quantization,K-Means,Complete,0.05,0.6489 (0.07)
iris,Quantization,Agglomerative,Average,0.05,0.7285 (0.01)
iris,Quantization,Agglomerative,Single,0.05,0.7322 (0.0)
iris,Quantization,Agglomerative,Complete,0.05,0.6978 (0.06)
iris,Quantization,MultiMember,Average,0.05,0.7137 (0.0)
iris,Quantization,MultiMember,Single,0.05,0.7137 (0.0)
iris,Quantization,MultiMember,Complete,0.05,0.6943 (0.06)
iris,Quantization,K-Means,Average,0.1,0.7559 (0.01)
iris,Quantization,K-Means,Single,0.1,0.7345 (0.04)
iris,Quantization,K-Means,Complete,0.1,0.6412 (0.06)
iris,Quantization,Agglomerative,Average,0.1,0.7837 (0.0)
iris,Quantization,Agglomerative,Single,0.1,0.7837 (0.0)
iris,Quantization,Agglomerative,Complete,0.1,0.7837 (0.0)
iris,Quantization,MultiMember,Average,0.1,0.7837 (0.0)
iris,Quantization,MultiMember,Single,0.1,0.7837 (0.0)
iris,Quantization,MultiMember,Complete,0.1,0.7795 (0.02)
iris,Quantization,K-Means,Average,0.15,0.7938 (0.01)
iris,Quantization,K-Means,Single,0.15,0.7606 (0.05)
iris,Quantization,K-Means,Complete,0.15,0.7531 (0.08)
iris,Quantization,Agglomerative,Average,0.15,0.7588 (0.04)
iris,Quantization,Agglomerative,Single,0.15,0.7735 (0.03)
iris,Quantization,Agglomerative,Complete,0.15,0.7218 (0.03)
iris,Quantization,MultiMember,Average,0.15,0.7921 (0.0)
iris,Quantization,MultiMember,Single,0.15,0.7218 (0.03)
iris,Quantization,MultiMember,Complete,0.15,0.7921 (0.0)
iris,Quantization,K-Means,Average,0.25,0.7625 (0.04)
iris,Quantization,K-Means,Single,0.25,0.7546 (0.05)
iris,Quantization,K-Means,Complete,0.25,0.6912 (0.07)
iris,Quantization,Agglomerative,Average,0.25,0.7022 (0.02)
iris,Quantization,Agglomerative,Single,0.25,0.7264 (0.02)
iris,Quantization,Agglomerative,Complete,0.25,0.7131 (0.02)
iris,Quantization,MultiMember,Average,0.25,0.7417 (0.05)
iris,Quantization,MultiMember,Single,0.25,0.6908 (0.02)
iris,Quantization,MultiMember,Complete,0.25,0.6802 (0.07)
spiral,Gaussian,K-Means,Average,0,0.0693 (0.01)
spiral,Gaussian,K-Means,Single,0,0.0603 (0.07)
spiral,Gaussian,K-Means,Complete,0,0.037 (0.03)
spiral,Gaussian,Agglomerative,Average,0,0.0747 (0.01)
spiral,Gaussian,Agglomerative,Single,0,0.0156 (0.03)
spiral,Gaussian,Agglomerative,Complete,0,0.0691 (0.02)
spiral,Gaussian,MultiMember,Average,0,0.0763 (0.0)
spiral,Gaussian,MultiMember,Single,0,0.0 (0.0)
spiral,Gaussian,MultiMember,Complete,0,0.0686 (0.02)
spiral,Gaussian,K-Means,Average,0.02,0.0714 (0.0)
spiral,Gaussian,K-Means,Single,0.02,0.0491 (0.08)
spiral,Gaussian,K-Means,Complete,0.02,0.0583 (0.02)
spiral,Gaussian,Agglomerative,Average,0.02,0.0486 (0.03)
spiral,Gaussian,Agglomerative,Single,0.02,0.0638 (0.03)
spiral,Gaussian,Agglomerative,Complete,0.02,0.0787 (0.0)
spiral,Gaussian,MultiMember,Average,0.02,0.0757 (0.01)
spiral,Gaussian,MultiMember,Single,0.02,0.0387 (0.03)
spiral,Gaussian,MultiMember,Complete,0.02,0.0391 (0.03)
spiral,Gaussian,K-Means,Average,0.05,0.0541 (0.01)
spiral,Gaussian,K-Means,Single,0.05,0.109 (0.01)
spiral,Gaussian,K-Means,Complete,0.05,0.019 (0.02)
spiral,Gaussian,Agglomerative,Average,0.05,0.0357 (0.0)
spiral,Gaussian,Agglomerative,Single,0.05,0.0356 (0.0)
spiral,Gaussian,Agglomerative,Complete,0.05,0.0147 (0.02)
spiral,Gaussian,MultiMember,Average,0.05,0.0333 (0.01)
spiral,Gaussian,MultiMember,Single,0.05,0.0751 (0.03)
spiral,Gaussian,MultiMember,Complete,0.05,0.0189 (0.02)
spiral,Gaussian,K-Means,Average,0.1,0.0293 (0.01)
spiral,Gaussian,K-Means,Single,0.1,0.0604 (0.05)
spiral,Gaussian,K-Means,Complete,0.1,0.0089 (0.01)
spiral,Gaussian,Agglomerative,Average,0.1,0.0303 (0.0)
spiral,Gaussian,Agglomerative,Single,0.1,0.0641 (0.04)
spiral,Gaussian,Agglomerative,Complete,0.1,0.0249 (0.01)
spiral,Gaussian,MultiMember,Average,0.1,0.0376 (0.01)
spiral,Gaussian,MultiMember,Single,0.1,0.0573 (0.0)
spiral,Gaussian,MultiMember,Complete,0.1,0.0308 (0.0)
spiral,Gaussian,K-Means,Average,0.15,0.0283 (0.01)
spiral,Gaussian,K-Means,Single,0.15,0.0101 (0.0)
spiral,Gaussian,K-Means,Complete,0.15,0.0142 (0.01)
spiral,Gaussian,Agglomerative,Average,0.15,0.0284 (0.01)
spiral,Gaussian,Agglomerative,Single,0.15,0.0329 (0.0)
spiral,Gaussian,Agglomerative,Complete,0.15,0.0275 (0.01)
spiral,Gaussian,MultiMember,Average,0.15,0.0238 (0.01)
spiral,Gaussian,MultiMember,Single,0.15,0.0108 (0.01)
spiral,Gaussian,MultiMember,Complete,0.15,0.0227 (0.01)
spiral,Gaussian,K-Means,Average,0.25,0.0377 (0.02)
spiral,Gaussian,K-Means,Single,0.25,0.0286 (0.02)
spiral,Gaussian,K-Means,Complete,0.25,0.007 (0.0)
spiral,Gaussian,Agglomerative,Average,0.25,0.0207 (0.01)
spiral,Gaussian,Agglomerative,Single,0.25,0.0246 (0.01)
spiral,Gaussian,Agglomerative,Complete,0.25,0.0138 (0.01)
spiral,Gaussian,MultiMember,Average,0.25,0.056 (0.01)
spiral,Gaussian,MultiMember,Single,0.25,0.0432 (0.03)
spiral,Gaussian,MultiMember,Complete,0.25,0.0292 (0.01)
spiral,Uniform,K-Means,Average,0,0.0661 (0.01)
spiral,Uniform,K-Means,Single,0,0.0638 (0.08)
spiral,Uniform,K-Means,Complete,0,0.0504 (0.03)
spiral,Uniform,Agglomerative,Average,0,0.0763 (0.0)
spiral,Uniform,Agglomerative,Single,0,0.023 (0.03)
spiral,Uniform,Agglomerative,Complete,0,0.0782 (0.0)
spiral,Uniform,MultiMember,Average,0,0.0774 (0.0)
spiral,Uniform,MultiMember,Single,0,0.0 (0.0)
spiral,Uniform,MultiMember,Complete,0,0.0487 (0.02)
spiral,Uniform,K-Means,Average,0.02,0.0647 (0.01)
spiral,Uniform,K-Means,Single,0.02,0.034 (0.04)
spiral,Uniform,K-Means,Complete,0.02,0.0372 (0.03)
spiral,Uniform,Agglomerative,Average,0.02,0.0211 (0.02)
spiral,Uniform,Agglomerative,Single,0.02,0.0069 (0.01)
spiral,Uniform,Agglomerative,Complete,0.02,0.022 (0.02)
spiral,Uniform,MultiMember,Average,0.02,0.0576 (0.03)
spiral,Uniform,MultiMember,Single,0.02,0.0142 (0.02)
spiral,Uniform,MultiMember,Complete,0.02,0.0173 (0.02)
spiral,Uniform,K-Means,Average,0.05,0.0362 (0.02)
spiral,Uniform,K-Means,Single,0.05,0.0491 (0.03)
spiral,Uniform,K-Means,Complete,0.05,0.0308 (0.03)
spiral,Uniform,Agglomerative,Average,0.05,0.0639 (0.0)
spiral,Uniform,Agglomerative,Single,0.05,0.0 (0.0)
spiral,Uniform,Agglomerative,Complete,0.05,0.059 (0.01)
spiral,Uniform,MultiMember,Average,0.05,0.0602 (0.0)
spiral,Uniform,MultiMember,Single,0.05,0.0244 (0.05)
spiral,Uniform,MultiMember,Complete,0.05,0.0618 (0.01)
spiral,Uniform,K-Means,Average,0.1,0.0386 (0.01)
spiral,Uniform,K-Means,Single,0.1,0.0457 (0.05)
spiral,Uniform,K-Means,Complete,0.1,0.025 (0.02)
spiral,Uniform,Agglomerative,Average,0.1,0.0291 (0.02)
spiral,Uniform,Agglomerative,Single,0.1,0.0218 (0.01)
spiral,Uniform,Agglomerative,Complete,0.1,0.0409 (0.03)
spiral,Uniform,MultiMember,Average,0.1,0.0293 (0.02)
spiral,Uniform,MultiMember,Single,0.1,0.037 (0.05)
spiral,Uniform,MultiMember,Complete,0.1,0.0332 (0.02)
spiral,Uniform,K-Means,Average,0.15,0.0456 (0.02)
spiral,Uniform,K-Means,Single,0.15,0.0101 (0.0)
spiral,Uniform,K-Means,Complete,0.15,0.0242 (0.02)
spiral,Uniform,Agglomerative,Average,0.15,0.0806 (0.01)
spiral,Uniform,Agglomerative,Single,0.15,0.0231 (0.0)
spiral,Uniform,Agglomerative,Complete,0.15,0.0833 (0.01)
spiral,Uniform,MultiMember,Average,0.15,0.0833 (0.01)
spiral,Uniform,MultiMember,Single,0.15,0.0566 (0.08)
spiral,Uniform,MultiMember,Complete,0.15,0.0536 (0.03)
spiral,Uniform,K-Means,Average,0.25,0.056 (0.01)
spiral,Uniform,K-Means,Single,0.25,0.018 (0.02)
spiral,Uniform,K-Means,Complete,0.25,0.0429 (0.02)
spiral,Uniform,Agglomerative,Average,0.25,0.0186 (0.02)
spiral,Uniform,Agglomerative,Single,0.25,0.0266 (0.0)
spiral,Uniform,Agglomerative,Complete,0.25,0.0297 (0.02)
spiral,Uniform,MultiMember,Average,0.25,0.0232 (0.01)
spiral,Uniform,MultiMember,Single,0.25,0.0135 (0.0)
