Dataset,Noise Type,Algorithm,Linkage,Noise Level,Normalized Mutual Information
5blobs,Quantization,Agglomerative,Complete,0.25,0.9111 (0.04)
5blobs,Quantization,MultiMember,Average,0.25,0.9988 (0.0)
5blobs,Quantization,MultiMember,Single,0.25,0.9761 (0.04)
5blobs,Quantization,MultiMember,Complete,0.25,0.9478 (0.06)
image,Gaussian,K-Means,Average,0,0.6859 (0.03)
image,Gaussian,K-Means,Single,0,0.7992 (0.03)
image,Gaussian,K-Means,Complete,0,0.6519 (0.02)
image,Gaussian,Agglomerative,Average,0,0.6938 (0.01)
image,Gaussian,Agglomerative,Single,0,0.6791 (0.01)
image,Gaussian,Agglomerative,Complete,0,0.6874 (0.01)
image,Gaussian,MultiMember,Average,0,0.6808 (0.01)
image,Gaussian,MultiMember,Single,0,0.7767 (0.02)
image,Gaussian,MultiMember,Complete,0,0.6832 (0.02)
image,Gaussian,K-Means,Average,0.02,0.6556 (0.03)
image,Gaussian,K-Means,Single,0.02,0.7001 (0.02)
image,Gaussian,K-Means,Complete,0.02,0.6244 (0.02)
image,Gaussian,Agglomerative,Average,0.02,0.6512 (0.01)
image,Gaussian,Agglomerative,Single,0.02,0.6682 (0.03)
image,Gaussian,Agglomerative,Complete,0.02,0.6477 (0.02)
image,Gaussian,MultiMember,Average,0.02,0.6468 (0.02)
image,Gaussian,MultiMember,Single,0.02,0.7102 (0.04)
image,Gaussian,MultiMember,Complete,0.02,0.6498 (0.03)
image,Gaussian,K-Means,Average,0.05,0.6197 (0.01)
image,Gaussian,K-Means,Single,0.05,0.6575 (0.03)
image,Gaussian,K-Means,Complete,0.05,0.6117 (0.04)
image,Gaussian,Agglomerative,Average,0.05,0.6346 (0.01)
image,Gaussian,Agglomerative,Single,0.05,0.6362 (0.03)
image,Gaussian,Agglomerative,Complete,0.05,0.609 (0.01)
image,Gaussian,MultiMember,Average,0.05,0.6204 (0.02)
image,Gaussian,MultiMember,Single,0.05,0.663 (0.04)
image,Gaussian,MultiMember,Complete,0.05,0.6088 (0.03)
image,Gaussian,K-Means,Average,0.1,0.5291 (0.01)
image,Gaussian,K-Means,Single,0.1,0.5365 (0.02)
image,Gaussian,K-Means,Complete,0.1,0.5138 (0.02)
image,Gaussian,Agglomerative,Average,0.1,0.5078 (0.01)
image,Gaussian,Agglomerative,Single,0.1,0.5125 (0.02)
image,Gaussian,Agglomerative,Complete,0.1,0.5028 (0.01)
image,Gaussian,MultiMember,Average,0.1,0.5271 (0.01)
image,Gaussian,MultiMember,Single,0.1,0.5313 (0.02)
image,Gaussian,MultiMember,Complete,0.1,0.5092 (0.01)
image,Gaussian,K-Means,Average,0.15,0.4523 (0.01)
image,Gaussian,K-Means,Single,0.15,0.5122 (0.02)
image,Gaussian,K-Means,Complete,0.15,0.4559 (0.02)
image,Gaussian,Agglomerative,Average,0.15,0.4708 (0.03)
image,Gaussian,Agglomerative,Single,0.15,0.4814 (0.02)
image,Gaussian,Agglomerative,Complete,0.15,0.4637 (0.02)
image,Gaussian,MultiMember,Average,0.15,0.4484 (0.01)
image,Gaussian,MultiMember,Single,0.15,0.4524 (0.04)
image,Gaussian,MultiMember,Complete,0.15,0.4625 (0.01)
image,Gaussian,K-Means,Average,0.25,0.3794 (0.01)
image,Gaussian,K-Means,Single,0.25,0.2724 (0.03)
image,Gaussian,K-Means,Complete,0.25,0.3961 (0.02)
image,Gaussian,Agglomerative,Average,0.25,0.3811 (0.01)
image,Gaussian,Agglomerative,Single,0.25,0.3943 (0.01)
image,Gaussian,Agglomerative,Complete,0.25,0.3679 (0.01)
image,Gaussian,MultiMember,Average,0.25,0.3797 (0.01)
image,Gaussian,MultiMember,Single,0.25,0.36 (0.01)
image,Gaussian,MultiMember,Complete,0.25,0.3841 (0.01)
image,Uniform,K-Means,Average,0,0.6985 (0.04)
image,Uniform,K-Means,Single,0,0.7829 (0.03)
image,Uniform,K-Means,Complete,0,0.6665 (0.06)
image,Uniform,Agglomerative,Average,0,0.6906 (0.01)
image,Uniform,Agglomerative,Single,0,0.6862 (0.02)
image,Uniform,Agglomerative,Complete,0,0.6853 (0.02)
image,Uniform,MultiMember,Average,0,0.68 (0.01)
image,Uniform,MultiMember,Single,0,0.7496 (0.06)
image,Uniform,MultiMember,Complete,0,0.6779 (0.02)
image,Uniform,K-Means,Average,0.02,0.6537 (0.02)
image,Uniform,K-Means,Single,0.02,0.7222 (0.04)
image,Uniform,K-Means,Complete,0.02,0.6078 (0.02)
image,Uniform,Agglomerative,Average,0.02,0.6525 (0.02)
image,Uniform,Agglomerative,Single,0.02,0.6506 (0.04)
image,Uniform,Agglomerative,Complete,0.02,0.6081 (0.02)
image,Uniform,MultiMember,Average,0.02,0.6343 (0.0)
image,Uniform,MultiMember,Single,0.02,0.7191 (0.03)
image,Uniform,MultiMember,Complete,0.02,0.5909 (0.01)
image,Uniform,K-Means,Average,0.05,0.5866 (0.01)
image,Uniform,K-Means,Single,0.05,0.6399 (0.05)
image,Uniform,K-Means,Complete,0.05,0.5676 (0.02)
image,Uniform,Agglomerative,Average,0.05,0.5951 (0.02)
image,Uniform,Agglomerative,Single,0.05,0.5852 (0.01)
image,Uniform,Agglomerative,Complete,0.05,0.5607 (0.01)
image,Uniform,MultiMember,Average,0.05,0.5772 (0.02)
image,Uniform,MultiMember,Single,0.05,0.6393 (0.03)
image,Uniform,MultiMember,Complete,0.05,0.553 (0.02)
image,Uniform,K-Means,Average,0.1,0.4958 (0.01)
image,Uniform,K-Means,Single,0.1,0.5214 (0.03)
image,Uniform,K-Means,Complete,0.1,0.4784 (0.01)
image,Uniform,Agglomerative,Average,0.1,0.4991 (0.02)
image,Uniform,Agglomerative,Single,0.1,0.5143 (0.01)
image,Uniform,Agglomerative,Complete,0.1,0.4817 (0.01)
image,Uniform,MultiMember,Average,0.1,0.4952 (0.02)
image,Uniform,MultiMember,Single,0.1,0.4452 (0.04)
image,Uniform,MultiMember,Complete,0.1,0.5028 (0.02)
image,Uniform,K-Means,Average,0.15,0.4633 (0.02)
image,Uniform,K-Means,Single,0.15,0.461 (0.01)
image,Uniform,K-Means,Complete,0.15,0.4603 (0.02)
image,Uniform,Agglomerative,Average,0.15,0.4572 (0.0)
image,Uniform,Agglomerative,Single,0.15,0.4614 (0.02)
image,Uniform,Agglomerative,Complete,0.15,0.4399 (0.01)
image,Uniform,MultiMember,Average,0.15,0.4529 (0.01)
image,Uniform,MultiMember,Single,0.15,0.4474 (0.02)
image,Uniform,MultiMember,Complete,0.15,0.4415 (0.01)
image,Uniform,K-Means,Average,0.25,0.3696 (0.01)
image,Uniform,K-Means,Single,0.25,0.3658 (0.03)
image,Uniform,K-Means,Complete,0.25,0.3784 (0.02)
image,Uniform,Agglomerative,Average,0.25,0.3739 (0.01)
image,Uniform,Agglomerative,Single,0.25,0.358 (0.0)
image,Uniform,Agglomerative,Complete,0.25,0.3652 (0.01)
image,Uniform,MultiMember,Average,0.25,0.3645 (0.01)
image,Uniform,MultiMember,Single,0.25,0.3569 (0.02)
image,Uniform,MultiMember,Complete,0.25,0.3627 (0.01)
image,Quantization,K-Means,Average,0,0.6928 (0.03)
image,Quantization,K-Means,Single,0,0.7959 (0.03)
image,Quantization,K-Means,Complete,0,0.6718 (0.04)
image,Quantization,Agglomerative,Average,0,0.6936 (0.01)
image,Quantization,Agglomerative,Single,0,0.7018 (0.02)
image,Quantization,Agglomerative,Complete,0,0.6836 (0.02)
image,Quantization,MultiMember,Average,0,0.6741 (0.02)
image,Quantization,MultiMember,Single,0,0.7473 (0.03)
image,Quantization,MultiMember,Complete,0,0.6674 (0.03)
image,Quantization,K-Means,Average,0.02,0.7009 (0.02)
image,Quantization,K-Means,Single,0.02,0.767 (0.03)
image,Quantization,K-Means,Complete,0.02,0.6769 (0.08)
image,Quantization,Agglomerative,Average,0.02,0.6917 (0.01)
image,Quantization,Agglomerative,Single,0.02,0.7337 (0.05)
image,Quantization,Agglomerative,Complete,0.02,0.6687 (0.01)
image,Quantization,MultiMember,Average,0.02,0.6773 (0.0)
image,Quantization,MultiMember,Single,0.02,0.7808 (0.03)
image,Quantization,MultiMember,Complete,0.02,0.6623 (0.04)
image,Quantization,K-Means,Average,0.05,0.6818 (0.02)
image,Quantization,K-Means,Single,0.05,0.7336 (0.03)
image,Quantization,K-Means,Complete,0.05,0.6913 (0.08)
image,Quantization,Agglomerative,Average,0.05,0.6826 (0.01)
image,Quantization,Agglomerative,Single,0.05,0.7052 (0.04)
image,Quantization,Agglomerative,Complete,0.05,0.6511 (0.01)
image,Quantization,MultiMember,Average,0.05,0.6661 (0.02)
image,Quantization,MultiMember,Single,0.05,0.6947 (0.01)
image,Quantization,MultiMember,Complete,0.05,0.6454 (0.02)
image,Quantization,K-Means,Average,0.1,0.657 (0.01)
image,Quantization,K-Means,Single,0.1,0.7173 (0.02)
image,Quantization,K-Means,Complete,0.1,0.6922 (0.06)
image,Quantization,Agglomerative,Average,0.1,0.6687 (0.01)
image,Quantization,Agglomerative,Single,0.1,0.6712 (0.01)
image,Quantization,Agglomerative,Complete,0.1,0.6639 (0.01)
image,Quantization,MultiMember,Average,0.1,0.6839 (0.02)
image,Quantization,MultiMember,Single,0.1,0.7594 (0.04)
image,Quantization,MultiMember,Complete,0.1,0.6591 (0.01)
image,Quantization,K-Means,Average,0.15,0.664 (0.01)
image,Quantization,K-Means,Single,0.15,0.7505 (0.05)
image,Quantization,K-Means,Complete,0.15,0.6767 (0.05)
image,Quantization,Agglomerative,Average,0.15,0.6627 (0.01)
image,Quantization,Agglomerative,Single,0.15,0.6612 (0.01)
image,Quantization,Agglomerative,Complete,0.15,0.663 (0.01)
image,Quantization,MultiMember,Average,0.15,0.6599 (0.01)
image,Quantization,MultiMember,Single,0.15,0.7145 (0.03)
image,Quantization,MultiMember,Complete,0.15,0.6444 (0.01)
image,Quantization,K-Means,Average,0.25,0.6741 (0.02)
image,Quantization,K-Means,Single,0.25,0.7303 (0.04)
image,Quantization,K-Means,Complete,0.25,0.665 (0.03)
image,Quantization,Agglomerative,Average,0.25,0.6698 (0.01)
image,Quantization,Agglomerative,Single,0.25,0.6766 (0.01)
image,Quantization,Agglomerative,Complete,0.25,0.6665 (0.01)
image,Quantization,MultiMember,Average,0.25,0.6686 (0.0)
image,Quantization,MultiMember,Single,0.25,0.7315 (0.03)
image,Quantization,MultiMember,Complete,0.25,0.6464 (0.0)
iris,Gaussian,K-Means,Average,0,0.7853 (0.05)
iris,Gaussian,K-Means,Single,0,0.7038 (0.0)
iris,Gaussian,K-Means,Complete,0,0.6872 (0.08)
iris,Gaussian,Agglomerative,Average,0,0.7616 (0.01)
iris,Gaussian,Agglomerative,Single,0,0.7247 (0.03)
iris,Gaussian,Agglomerative,Complete,0,0.7125 (0.05)
iris,Gaussian,MultiMember,Average,0,0.7969 (0.03)
iris,Gaussian,MultiMember,Single,0,0.7131 (0.0)
iris,Gaussian,MultiMember,Complete,0,0.7167 (0.09)
iris,Gaussian,K-Means,Average,0.02,0.7738 (0.02)
iris,Gaussian,K-Means,Single,0.02,0.7097 (0.0)
iris,Gaussian,K-Means,Complete,0.02,0.7115 (0.02)
iris,Gaussian,Agglomerative,Average,0.02,0.7515 (0.03)
iris,Gaussian,Agglomerative,Single,0.02,0.7331 (0.04)
iris,Gaussian,Agglomerative,Complete,0.02,0.7256 (0.05)
iris,Gaussian,MultiMember,Average,0.02,0.7292 (0.02)
iris,Gaussian,MultiMember,Single,0.02,0.6987 (0.02)
iris,Gaussian,MultiMember,Complete,0.02,0.7064 (0.06)
iris,Gaussian,K-Means,Average,0.05,0.6628 (0.04)
iris,Gaussian,K-Means,Single,0.05,0.6131 (0.01)
iris,Gaussian,K-Means,Complete,0.05,0.6081 (0.03)
iris,Gaussian,Agglomerative,Average,0.05,0.3013 (0.25)
iris,Gaussian,Agglomerative,Single,0.05,0.589 (0.02)
iris,Gaussian,Agglomerative,Complete,0.05,0.6043 (0.17)
iris,Gaussian,MultiMember,Average,0.05,0.6415 (0.05)
iris,Gaussian,MultiMember,Single,0.05,0.5948 (0.0)
iris,Gaussian,MultiMember,Complete,0.05,0.5839 (0.07)
iris,Gaussian,K-Means,Average,0.1,0.5455 (0.03)
iris,Gaussian,K-Means,Single,0.1,0.4512 (0.22)
iris,Gaussian,K-Means,Complete,0.1,0.4878 (0.05)
iris,Gaussian,Agglomerative,Average,0.1,0.5122 (0.01)
iris,Gaussian,Agglomerative,Single,0.1,0.5071 (0.0)
iris,Gaussian,Agglomerative,Complete,0.1,0.4251 (0.04)
iris,Gaussian,MultiMember,Average,0.1,0.5499 (0.01)
iris,Gaussian,MultiMember,Single,0.1,0.5507 (0.03)
iris,Gaussian,MultiMember,Complete,0.1,0.5495 (0.03)
iris,Gaussian,K-Means,Average,0.15,0.537 (0.05)
iris,Gaussian,K-Means,Single,0.15,0.4061 (0.2)
iris,Gaussian,K-Means,Complete,0.15,0.5098 (0.08)
iris,Gaussian,Agglomerative,Average,0.15,0.4707 (0.01)
iris,Gaussian,Agglomerative,Single,0.15,0.4875 (0.05)
iris,Gaussian,Agglomerative,Complete,0.15,0.4844 (0.05)
iris,Gaussian,MultiMember,Average,0.15,0.5072 (0.03)
iris,Gaussian,MultiMember,Single,0.15,0.2196 (0.22)
iris,Gaussian,MultiMember,Complete,0.15,0.4758 (0.06)
iris,Gaussian,K-Means,Average,0.25,0.4421 (0.03)
iris,Gaussian,K-Means,Single,0.25,0.2591 (0.19)
iris,Gaussian,K-Means,Complete,0.25,0.4174 (0.02)
iris,Gaussian,Agglomerative,Average,0.25,0.4217 (0.04)
iris,Gaussian,Agglomerative,Single,0.25,0.4447 (0.01)
iris,Gaussian,Agglomerative,Complete,0.25,0.3963 (0.03)
iris,Gaussian,MultiMember,Average,0.25,0.4587 (0.03)
iris,Gaussian,MultiMember,Single,0.25,0.4167 (0.02)
iris,Gaussian,MultiMember,Complete,0.25,0.4305 (0.04)
iris,Uniform,K-Means,Average,0,0.7666 (0.02)
iris,Uniform,K-Means,Single,0,0.7095 (0.01)
iris,Uniform,K-Means,Complete,0,0.6546 (0.03)
iris,Uniform,Agglomerative,Average,0,0.7671 (0.01)
iris,Uniform,Agglomerative,Single,0,0.7038 (0.0)
iris,Uniform,Agglomerative,Complete,0,0.6883 (0.06)
iris,Uniform,MultiMember,Average,0,0.7745 (0.01)
iris,Uniform,MultiMember,Single,0,0.7123 (0.0)
iris,Uniform,MultiMember,Complete,0,0.7027 (0.07)
iris,Uniform,K-Means,Average,0.02,0.7278 (0.01)
iris,Uniform,K-Means,Single,0.02,0.6687 (0.0)
iris,Uniform,K-Means,Complete,0.02,0.704 (0.02)
iris,Uniform,Agglomerative,Average,0.02,0.6978 (0.02)
iris,Uniform,Agglomerative,Single,0.02,0.6766 (0.04)
iris,Uniform,Agglomerative,Complete,0.02,0.6856 (0.02)
iris,Uniform,MultiMember,Average,0.02,0.746 (0.07)
iris,Uniform,MultiMember,Single,0.02,0.6859 (0.02)
iris,Uniform,MultiMember,Complete,0.02,0.6898 (0.03)
iris,Uniform,K-Means,Average,0.05,0.6456 (0.06)
iris,Uniform,K-Means,Single,0.05,0.5935 (0.01)
iris,Uniform,K-Means,Complete,0.05,0.5774 (0.05)
iris,Uniform,Agglomerative,Average,0.05,0.6855 (0.01)
iris,Uniform,Agglomerative,Single,0.05,0.6481 (0.02)
iris,Uniform,Agglomerative,Complete,0.05,0.5757 (0.09)
iris,Uniform,MultiMember,Average,0.05,0.6652 (0.02)
iris,Uniform,MultiMember,Single,0.05,0.6197 (0.02)
iris,Uniform,MultiMember,Complete,0.05,0.5825 (0.07)
iris,Uniform,K-Means,Average,0.1,0.6441 (0.05)
iris,Uniform,K-Means,Single,0.1,0.6442 (0.01)
iris,Uniform,K-Means,Complete,0.1,0.5834 (0.02)
iris,Uniform,Agglomerative,Average,0.1,0.6087 (0.02)
iris,Uniform,Agglomerative,Single,0.1,0.6284 (0.01)
iris,Uniform,Agglomerative,Complete,0.1,0.6229 (0.01)
iris,Uniform,MultiMember,Average,0.1,0.64 (0.01)
iris,Uniform,MultiMember,Single,0.1,0.6448 (0.0)
iris,Uniform,MultiMember,Complete,0.1,0.6334 (0.04)
iris,Uniform,K-Means,Average,0.15,0.5241 (0.03)
iris,Uniform,K-Means,Single,0.15,0.4934 (0.03)
iris,Uniform,K-Means,Complete,0.15,0.4879 (0.03)
iris,Uniform,Agglomerative,Average,0.15,0.414 (0.01)
iris,Uniform,Agglomerative,Single,0.15,0.4379 (0.01)
iris,Uniform,Agglomerative,Complete,0.15,0.429 (0.02)
iris,Uniform,MultiMember,Average,0.15,0.4997 (0.01)
iris,Uniform,MultiMember,Single,0.15,0.3164 (0.22)
iris,Uniform,MultiMember,Complete,0.15,0.3887 (0.09)
iris,Uniform,K-Means,Average,0.25,0.4367 (0.02)
iris,Uniform,K-Means,Single,0.25,0.4718 (0.02)
iris,Uniform,K-Means,Complete,0.25,0.3907 (0.06)
iris,Uniform,Agglomerative,Average,0.25,0.3814 (0.07)
iris,Uniform,Agglomerative,Single,0.25,0.4236 (0.06)
iris,Uniform,Agglomerative,Complete,0.25,0.4396 (0.05)
iris,Uniform,MultiMember,Average,0.25,0.4317 (0.03)
iris,Uniform,MultiMember,Single,0.25,0.4672 (0.01)
iris,Uniform,MultiMember,Complete,0.25,0.4335 (0.04)
iris,Quantization,K-Means,Average,0,0.7723 (0.01)
iris,Quantization,K-Means,Single,0,0.7061 (0.0)
iris,Quantization,K-Means,Complete,0,0.6976 (0.05)
iris,Quantization,Agglomerative,Average,0,0.7727 (0.01)
iris,Quantization,Agglomerative,Single,0,0.6867 (0.02)
iris,Quantization,Agglomerative,Complete,0,0.7156 (0.05)
iris,Quantization,MultiMember,Average,0,0.7749 (0.01)
iris,Quantization,MultiMember,Single,0,0.7086 (0.01)
iris,Quantization,MultiMember,Complete,0,0.7322 (0.06)
iris,Quantization,K-Means,Average,0.02,0.7505 (0.01)
iris,Quantization,K-Means,Single,0.02,0.7043 (0.0)
iris,Quantization,K-Means,Complete,0.02,0.63 (0.03)
iris,Quantization,Agglomerative,Average,0.02,0.7782 (0.01)
iris,Quantization,Agglomerative,Single,0.02,0.7337 (0.06)
iris,Quantization,Agglomerative,Complete,0.02,0.7402 (0.05)
iris,Quantization,MultiMember,Average,0.02,0.7893 (0.0)
iris,Quantization,MultiMember,Single,0.02,0.7095 (0.01)
iris,Quantization,MultiMember,Complete,0.02,0.6496 (0.05)
iris,Quantization,K-Means,Average,0.05,0.7649 (0.03)
iris,Quantization,K-Means,Single,0.05,0.7075 (0.0)
iris,Quantization,K-Means,Complete,0.05,0.6685 (0.08)
iris,Quantization,Agglomerative,Average,0.05,0.7512 (0.02)
iris,Quantization,Agglomerative,Single,0.05,0.7414 (0.02)
iris,Quantization,Agglomerative,Complete,0.05,0.7592 (0.03)
iris,Quantization,MultiMember,Average,0.05,0.7455 (0.03)
iris,Quantization,MultiMember,Single,0.05,0.7461 (0.05)
iris,Quantization,MultiMember,Complete,0.05,0.6971 (0.04)
iris,Quantization,K-Means,Average,0.1,0.7817 (0.04)
iris,Quantization,K-Means,Single,0.1,0.7096 (0.01)
iris,Quantization,K-Means,Complete,0.1,0.7252 (0.07)
iris,Quantization,Agglomerative,Average,0.1,0.7196 (0.0)
iris,Quantization,Agglomerative,Single,0.1,0.712 (0.03)
iris,Quantization,Agglomerative,Complete,0.1,0.7243 (0.01)
iris,Quantization,MultiMember,Average,0.1,0.7239 (0.03)
iris,Quantization,MultiMember,Single,0.1,0.7074 (0.01)
iris,Quantization,MultiMember,Complete,0.1,0.7179 (0.05)
iris,Quantization,K-Means,Average,0.15,0.7772 (0.0)
iris,Quantization,K-Means,Single,0.15,0.713 (0.01)
iris,Quantization,K-Means,Complete,0.15,0.6591 (0.04)
iris,Quantization,Agglomerative,Average,0.15,0.7707 (0.04)
iris,Quantization,Agglomerative,Single,0.15,0.7367 (0.04)
iris,Quantization,Agglomerative,Complete,0.15,0.7778 (0.04)
iris,Quantization,MultiMember,Average,0.15,0.7986 (0.01)
iris,Quantization,MultiMember,Single,0.15,0.7187 (0.0)
iris,Quantization,MultiMember,Complete,0.15,0.7347 (0.03)
iris,Quantization,K-Means,Average,0.25,0.7987 (0.02)
iris,Quantization,K-Means,Single,0.25,0.6912 (0.02)
iris,Quantization,K-Means,Complete,0.25,0.6458 (0.02)
iris,Quantization,Agglomerative,Average,0.25,0.716 (0.0)
iris,Quantization,Agglomerative,Single,0.25,0.7175 (0.0)
iris,Quantization,Agglomerative,Complete,0.25,0.7107 (0.02)
iris,Quantization,MultiMember,Average,0.25,0.7401 (0.03)
iris,Quantization,MultiMember,Single,0.25,0.7151 (0.0)
iris,Quantization,MultiMember,Complete,0.25,0.6978 (0.08)
spiral,Gaussian,K-Means,Average,0,0.0639 (0.01)
spiral,Gaussian,K-Means,Single,0,0.0811 (0.08)
spiral,Gaussian,K-Means,Complete,0,0.0364 (0.02)
spiral,Gaussian,Agglomerative,Average,0,0.0747 (0.01)
spiral,Gaussian,Agglomerative,Single,0,0.0763 (0.0)
spiral,Gaussian,Agglomerative,Complete,0,0.2821 (0.36)
spiral,Gaussian,MultiMember,Average,0,0.0622 (0.01)
spiral,Gaussian,MultiMember,Single,0,0.0705 (0.07)
spiral,Gaussian,MultiMember,Complete,0,0.1645 (0.24)
spiral,Gaussian,K-Means,Average,0.02,0.0577 (0.02)
spiral,Gaussian,K-Means,Single,0.02,0.0511 (0.06)
spiral,Gaussian,K-Means,Complete,0.02,0.052 (0.03)
spiral,Gaussian,Agglomerative,Average,0.02,0.0599 (0.06)
spiral,Gaussian,Agglomerative,Single,0.02,0.0897 (0.07)
spiral,Gaussian,Agglomerative,Complete,0.02,0.0851 (0.07)
spiral,Gaussian,MultiMember,Average,0.02,0.082 (0.05)
spiral,Gaussian,MultiMember,Single,0.02,0.132 (0.05)
spiral,Gaussian,MultiMember,Complete,0.02,0.1482 (0.05)
spiral,Gaussian,K-Means,Average,0.05,0.0547 (0.01)
spiral,Gaussian,K-Means,Single,0.05,0.0081 (0.0)
spiral,Gaussian,K-Means,Complete,0.05,0.0485 (0.02)
spiral,Gaussian,Agglomerative,Average,0.05,0.072 (0.0)
spiral,Gaussian,Agglomerative,Single,0.05,0.11 (0.05)
spiral,Gaussian,Agglomerative,Complete,0.05,0.0809 (0.04)
spiral,Gaussian,MultiMember,Average,0.05,0.0606 (0.01)
spiral,Gaussian,MultiMember,Single,0.05,0.0656 (0.06)
spiral,Gaussian,MultiMember,Complete,0.05,0.0818 (0.04)
spiral,Gaussian,K-Means,Average,0.1,0.0611 (0.0)
spiral,Gaussian,K-Means,Single,0.1,0.0279 (0.02)
spiral,Gaussian,K-Means,Complete,0.1,0.0463 (0.02)
spiral,Gaussian,Agglomerative,Average,0.1,0.0293 (0.02)
spiral,Gaussian,Agglomerative,Single,0.1,0.0336 (0.02)
spiral,Gaussian,Agglomerative,Complete,0.1,0.0363 (0.02)
spiral,Gaussian,MultiMember,Average,0.1,0.067 (0.01)
spiral,Gaussian,MultiMember,Single,0.1,0.0431 (0.03)
spiral,Gaussian,MultiMember,Complete,0.1,0.0251 (0.03)
spiral,Gaussian,K-Means,Average,0.15,0.0275 (0.01)
spiral,Gaussian,K-Means,Single,0.15,0.0212 (0.01)
spiral,Gaussian,K-Means,Complete,0.15,0.0086 (0.01)
spiral,Gaussian,Agglomerative,Average,0.15,0.0202 (0.01)
spiral,Gaussian,Agglomerative,Single,0.15,0.021 (0.01)
spiral,Gaussian,Agglomerative,Complete,0.15,0.0217 (0.01)
spiral,Gaussian,MultiMember,Average,0.15,0.0333 (0.01)
spiral,Gaussian,MultiMember,Single,0.15,0.012 (0.01)
spiral,Gaussian,MultiMember,Complete,0.15,0.0318 (0.01)
spiral,Gaussian,K-Means,Average,0.25,0.0416 (0.0)
spiral,Gaussian,K-Means,Single,0.25,0.0087 (0.0)
spiral,Gaussian,K-Means,Complete,0.25,0.0251 (0.01)
spiral,Gaussian,Agglomerative,Average,0.25,0.0261 (0.01)
spiral,Gaussian,Agglomerative,Single,0.25,0.0336 (0.02)
spiral,Gaussian,Agglomerative,Complete,0.25,0.0186 (0.02)
spiral,Gaussian,MultiMember,Average,0.25,0.0341 (0.01)
spiral,Gaussian,MultiMember,Single,0.25,0.012 (0.0)
spiral,Gaussian,MultiMember,Complete,0.25,0.0225 (0.01)
spiral,Uniform,K-Means,Average,0,0.0707 (0.01)
spiral,Uniform,K-Means,Single,0,0.1009 (0.07)
spiral,Uniform,K-Means,Complete,0,0.0628 (0.01)
spiral,Uniform,Agglomerative,Average,0,0.0763 (0.0)
spiral,Uniform,Agglomerative,Single,0,0.0565 (0.03)
spiral,Uniform,Agglomerative,Complete,0,0.1467 (0.12)
spiral,Uniform,MultiMember,Average,0,0.0562 (0.02)
spiral,Uniform,MultiMember,Single,0,0.0255 (0.02)
spiral,Uniform,MultiMember,Complete,0,0.0453 (0.01)
spiral,Uniform,K-Means,Average,0.02,0.0703 (0.01)
spiral,Uniform,K-Means,Single,0.02,0.0176 (0.02)
spiral,Uniform,K-Means,Complete,0.02,0.0526 (0.01)
spiral,Uniform,Agglomerative,Average,0.02,0.0695 (0.03)
spiral,Uniform,Agglomerative,Single,0.02,0.0021 (0.0)
spiral,Uniform,Agglomerative,Complete,0.02,0.0671 (0.03)
spiral,Uniform,MultiMember,Average,0.02,0.0724 (0.01)
spiral,Uniform,MultiMember,Single,0.02,0.012 (0.0)
spiral,Uniform,MultiMember,Complete,0.02,0.0509 (0.03)
spiral,Uniform,K-Means,Average,0.05,0.0541 (0.01)
spiral,Uniform,K-Means,Single,0.05,0.0656 (0.08)
spiral,Uniform,K-Means,Complete,0.05,0.0462 (0.02)
spiral,Uniform,Agglomerative,Average,0.05,0.039 (0.03)
spiral,Uniform,Agglomerative,Single,0.05,0.0116 (0.01)
spiral,Uniform,Agglomerative,Complete,0.05,0.0386 (0.03)
spiral,Uniform,MultiMember,Average,0.05,0.0356 (0.02)
spiral,Uniform,MultiMember,Single,0.05,0.0917 (0.06)
spiral,Uniform,MultiMember,Complete,0.05,0.0395 (0.03)
spiral,Uniform,K-Means,Average,0.1,0.0275 (0.01)
spiral,Uniform,K-Means,Single,0.1,0.0102 (0.01)
spiral,Uniform,K-Means,Complete,0.1,0.012 (0.02)
spiral,Uniform,Agglomerative,Average,0.1,0.019 (0.01)
spiral,Uniform,Agglomerative,Single,0.1,0.0202 (0.01)
spiral,Uniform,Agglomerative,Complete,0.1,0.0215 (0.01)
spiral,Uniform,MultiMember,Average,0.1,0.0254 (0.01)
spiral,Uniform,MultiMember,Single,0.1,0.009 (0.0)
spiral,Uniform,MultiMember,Complete,0.1,0.0142 (0.01)
spiral,Uniform,K-Means,Average,0.15,0.021 (0.0)
spiral,Uniform,K-Means,Single,0.15,0.0218 (0.01)
spiral,Uniform,K-Means,Complete,0.15,0.0358 (0.02)
spiral,Uniform,Agglomerative,Average,0.15,0.0172 (0.0)
spiral,Uniform,Agglomerative,Single,0.15,0.0112 (0.01)
spiral,Uniform,Agglomerative,Complete,0.15,0.015 (0.0)
spiral,Uniform,MultiMember,Average,0.15,0.0342 (0.01)
spiral,Uniform,MultiMember,Single,0.15,0.0376 (0.04)
spiral,Uniform,MultiMember,Complete,0.15,0.0297 (0.02)
spiral,Uniform,K-Means,Average,0.25,0.0241 (0.01)
spiral,Uniform,K-Means,Single,0.25,0.013 (0.01)
spiral,Uniform,K-Means,Complete,0.25,0.0063 (0.0)
spiral,Uniform,Agglomerative,Average,0.25,0.0062 (0.0)
spiral,Uniform,Agglomerative,Single,0.25,0.01 (0.01)
spiral,Uniform,Agglomerative,Complete,0.25,0.005 (0.01)
